,Date,Close
0,2017-01-03,2257.830078125
1,2017-01-04,2270.75
2,2017-01-05,2269.0
3,2017-01-06,2276.97998046875
4,2017-01-09,2268.89990234375
5,2017-01-10,2268.89990234375
6,2017-01-11,2275.320068359375
7,2017-01-12,2270.43994140625
8,2017-01-13,2274.639892578125
9,2017-01-17,2267.889892578125
10,2017-01-18,2271.889892578125
11,2017-01-19,2263.68994140625
12,2017-01-20,2271.31005859375
13,2017-01-23,2265.199951171875
14,2017-01-24,2280.070068359375
15,2017-01-25,2298.3701171875
16,2017-01-26,2296.679931640625
17,2017-01-27,2294.68994140625
18,2017-01-30,2280.89990234375
19,2017-01-31,2278.8701171875
20,2017-02-01,2279.550048828125
21,2017-02-02,2280.85009765625
22,2017-02-03,2297.419921875
23,2017-02-06,2292.56005859375
24,2017-02-07,2293.080078125
25,2017-02-08,2294.669921875
26,2017-02-09,2307.8701171875
27,2017-02-10,2316.10009765625
28,2017-02-13,2328.25
29,2017-02-14,2337.580078125
30,2017-02-15,2349.25
31,2017-02-16,2347.219970703125
32,2017-02-17,2351.159912109375
33,2017-02-21,2365.3798828125
34,2017-02-22,2362.820068359375
35,2017-02-23,2363.81005859375
36,2017-02-24,2367.340087890625
37,2017-02-27,2369.75
38,2017-02-28,2363.639892578125
39,2017-03-01,2395.9599609375
40,2017-03-02,2381.919921875
41,2017-03-03,2383.1201171875
42,2017-03-06,2375.31005859375
43,2017-03-07,2368.389892578125
44,2017-03-08,2362.97998046875
45,2017-03-09,2364.8701171875
46,2017-03-10,2372.60009765625
47,2017-03-13,2373.469970703125
48,2017-03-14,2365.449951171875
49,2017-03-15,2385.260009765625
50,2017-03-16,2381.3798828125
51,2017-03-17,2378.25
52,2017-03-20,2373.469970703125
53,2017-03-21,2344.02001953125
54,2017-03-22,2348.449951171875
55,2017-03-23,2345.9599609375
56,2017-03-24,2343.97998046875
57,2017-03-27,2341.590087890625
58,2017-03-28,2358.570068359375
59,2017-03-29,2361.1298828125
60,2017-03-30,2368.06005859375
61,2017-03-31,2362.719970703125
62,2017-04-03,2358.840087890625
63,2017-04-04,2360.159912109375
64,2017-04-05,2352.949951171875
65,2017-04-06,2357.489990234375
66,2017-04-07,2355.5400390625
67,2017-04-10,2357.159912109375
68,2017-04-11,2353.780029296875
69,2017-04-12,2344.929931640625
70,2017-04-13,2328.949951171875
71,2017-04-17,2349.010009765625
72,2017-04-18,2342.18994140625
73,2017-04-19,2338.169921875
74,2017-04-20,2355.840087890625
75,2017-04-21,2348.68994140625
76,2017-04-24,2374.14990234375
77,2017-04-25,2388.610107421875
78,2017-04-26,2387.449951171875
79,2017-04-27,2388.77001953125
80,2017-04-28,2384.199951171875
81,2017-05-01,2388.330078125
82,2017-05-02,2391.169921875
83,2017-05-03,2388.1298828125
84,2017-05-04,2389.52001953125
85,2017-05-05,2399.2900390625
86,2017-05-08,2399.3798828125
87,2017-05-09,2396.919921875
88,2017-05-10,2399.6298828125
89,2017-05-11,2394.43994140625
90,2017-05-12,2390.89990234375
91,2017-05-15,2402.320068359375
92,2017-05-16,2400.669921875
93,2017-05-17,2357.030029296875
94,2017-05-18,2365.719970703125
95,2017-05-19,2381.72998046875
96,2017-05-22,2394.02001953125
97,2017-05-23,2398.419921875
98,2017-05-24,2404.389892578125
99,2017-05-25,2415.070068359375
100,2017-05-26,2415.820068359375
101,2017-05-30,2412.909912109375
102,2017-05-31,2411.800048828125
103,2017-06-01,2430.06005859375
104,2017-06-02,2439.070068359375
105,2017-06-05,2436.10009765625
