,Date,Close
0,2017-01-03,26.827245712280273
1,2017-01-04,26.797224044799805
2,2017-01-05,26.93349266052246
3,2017-01-06,27.23375701904297
4,2017-01-09,27.48320198059082
5,2017-01-10,27.510915756225586
6,2017-01-11,27.658740997314453
7,2017-01-12,27.543256759643555
8,2017-01-13,27.4947509765625
9,2017-01-17,27.716482162475586
10,2017-01-18,27.714176177978516
11,2017-01-19,27.665668487548828
12,2017-01-20,27.716482162475586
13,2017-01-23,27.734960556030273
14,2017-01-24,27.70955467224121
15,2017-01-25,28.150705337524414
16,2017-01-26,28.164567947387695
17,2017-01-27,28.1668758392334
18,2017-01-30,28.092967987060547
19,2017-01-31,28.028295516967773
20,2017-02-01,29.737476348876953
21,2017-02-02,29.686664581298828
22,2017-02-03,29.81369400024414
23,2017-02-06,30.09316635131836
24,2017-02-07,30.379579544067383
25,2017-02-08,30.497364044189453
26,2017-02-09,30.71774673461914
27,2017-02-10,30.648147583007812
28,2017-02-13,30.91956329345703
29,2017-02-14,31.320865631103516
30,2017-02-15,31.434537887573242
31,2017-02-16,31.39742088317871
32,2017-02-17,31.483245849609375
33,2017-02-21,31.71058464050293
34,2017-02-22,31.805686950683594
35,2017-02-23,31.67115020751953
36,2017-02-24,31.70130157470703
37,2017-02-27,31.763938903808594
38,2017-02-28,31.777864456176758
39,2017-03-01,32.42738342285156
40,2017-03-02,32.234840393066406
41,2017-03-03,32.42505645751953
42,2017-03-06,32.32297897338867
43,2017-03-07,32.364742279052734
44,2017-03-08,32.244117736816406
45,2017-03-09,32.169883728027344
46,2017-03-10,32.276588439941406
47,2017-03-13,32.29051208496094
48,2017-03-14,32.24180221557617
49,2017-03-15,32.582794189453125
50,2017-03-16,32.63615036010742
51,2017-03-17,32.47378158569336
52,2017-03-20,32.81476974487305
53,2017-03-21,32.43897247314453
54,2017-03-22,32.805503845214844
55,2017-03-23,32.68950653076172
56,2017-03-24,32.624549865722656
57,2017-03-27,32.680233001708984
58,2017-03-28,33.35758972167969
59,2017-03-29,33.431819915771484
60,2017-03-30,33.38773727416992
61,2017-03-31,33.32509994506836
62,2017-04-03,33.334388732910156
63,2017-04-04,33.58259201049805
64,2017-04-05,33.40862274169922
65,2017-04-06,33.32509994506836
66,2017-04-07,33.25087356567383
67,2017-04-10,33.211448669433594
68,2017-04-11,32.854209899902344
69,2017-04-12,32.89364242553711
70,2017-04-13,32.71966552734375
71,2017-04-17,32.90060043334961
72,2017-04-18,32.75444793701172
73,2017-04-19,32.633827209472656
74,2017-04-20,33.04209518432617
75,2017-04-21,33.00267028808594
76,2017-04-24,33.320457458496094
77,2017-04-25,33.52692794799805
78,2017-04-26,33.329750061035156
79,2017-04-27,33.355255126953125
80,2017-04-28,33.322784423828125
81,2017-05-01,34.002464294433594
82,2017-05-02,34.218204498291016
83,2017-05-03,34.11381149291992
84,2017-05-04,33.990875244140625
85,2017-05-05,34.55455780029297
86,2017-05-08,35.494041442871094
87,2017-05-09,35.721378326416016
88,2017-05-10,35.552040100097656
89,2017-05-11,35.8595085144043
90,2017-05-12,36.36030960083008
91,2017-05-15,36.267120361328125
92,2017-05-16,36.213558197021484
93,2017-05-17,34.99766540527344
94,2017-05-18,35.53107833862305
95,2017-05-19,35.6522102355957
96,2017-05-22,35.86881637573242
97,2017-05-23,35.82456970214844
98,2017-05-24,35.7174186706543
99,2017-05-25,35.84086990356445
100,2017-05-26,35.780311584472656
101,2017-05-30,35.79428482055664
102,2017-05-31,35.58231735229492
103,2017-06-01,35.680152893066406
104,2017-06-02,36.20889663696289
105,2017-06-05,35.854854583740234
106,2017-06-06,35.97597122192383
107,2017-06-07,36.19026565551758
108,2017-06-08,36.10176086425781
109,2017-06-09,34.701847076416016
110,2017-06-12,33.87260437011719
111,2017-06-13,34.1451530456543
112,2017-06-14,33.812049865722656
113,2017-06-15,33.609405517578125
114,2017-06-16,33.13888168334961
115,2017-06-19,34.0869140625
116,2017-06-20,33.77710723876953
117,2017-06-21,33.97743606567383
118,2017-06-22,33.921531677246094
119,2017-06-23,34.07292556762695
120,2017-06-26,33.965789794921875
121,2017-06-27,33.47897720336914
122,2017-06-28,33.968116760253906
123,2017-06-29,33.46731948852539
124,2017-06-30,33.54651641845703
125,2017-07-03,33.425384521484375
126,2017-07-05,33.56282043457031
127,2017-07-06,33.24604415893555
128,2017-07-07,33.58378601074219
129,2017-07-10,33.78876495361328
130,2017-07-11,33.89824295043945
131,2017-07-12,33.94715881347656
132,2017-07-13,34.41999816894531
133,2017-07-14,34.715816497802734
134,2017-07-17,34.836936950683594
135,2017-07-18,34.95806884765625
136,2017-07-19,35.177024841308594
137,2017-07-20,35.01862716674805
138,2017-07-21,35.0023307800293
139,2017-07-24,35.4262580871582
140,2017-07-25,35.57767105102539
141,2017-07-26,35.7453727722168
142,2017-07-27,35.06987762451172
143,2017-07-28,34.822975158691406
144,2017-07-31,34.643611907958984
145,2017-08-01,34.95109939575195
146,2017-08-02,36.60254669189453
147,2017-08-03,36.23685836791992
148,2017-08-04,36.4278564453125
149,2017-08-07,36.991539001464844
150,2017-08-08,37.28737258911133
151,2017-08-09,37.51564025878906
152,2017-08-10,36.32069778442383
153,2017-08-11,36.8257942199707
154,2017-08-14,37.380001068115234
155,2017-08-15,37.78923797607422
156,2017-08-16,37.637229919433594
157,2017-08-17,36.91465759277344
158,2017-08-18,36.830474853515625
159,2017-08-21,36.76265335083008
160,2017-08-22,37.363643646240234
161,2017-08-23,37.410404205322266
162,2017-08-24,37.244388580322266
163,2017-08-25,37.38233947753906
164,2017-08-28,37.75883865356445
165,2017-08-29,38.095577239990234
166,2017-08-30,38.198463439941406
167,2017-08-31,38.350460052490234
168,2017-09-01,38.36216354370117
169,2017-09-05,37.901493072509766
170,2017-09-06,37.861732482910156
171,2017-09-07,37.70974349975586
172,2017-09-08,37.09471130371094
173,2017-09-11,37.76585388183594
174,2017-09-12,37.616188049316406
175,2017-09-13,37.33323669433594
176,2017-09-14,37.01287078857422
177,2017-09-15,37.38702392578125
178,2017-09-18,37.10407257080078
179,2017-09-19,37.118099212646484
180,2017-09-20,36.49607849121094
181,2017-09-21,35.8693733215332
182,2017-09-22,35.51860809326172
183,2017-09-25,35.20526885986328
184,2017-09-26,35.810909271240234
185,2017-09-27,36.06581115722656
186,2017-09-28,35.84364700317383
187,2017-09-29,36.04008483886719
188,2017-10-02,35.96759033203125
189,2017-10-03,36.1242561340332
190,2017-10-04,35.89042282104492
191,2017-10-05,36.33705520629883
192,2017-10-06,36.31602096557617
193,2017-10-09,36.44230270385742
194,2017-10-10,36.45633316040039
195,2017-10-11,36.60831832885742
196,2017-10-12,36.47970962524414
197,2017-10-13,36.71120834350586
198,2017-10-16,37.38702392578125
199,2017-10-17,37.52499771118164
200,2017-10-18,37.358970642089844
201,2017-10-19,36.47503662109375
202,2017-10-20,36.53816604614258
203,2017-10-23,36.519466400146484
204,2017-10-24,36.7369384765625
205,2017-10-25,36.575584411621094
206,2017-10-26,36.80943298339844
207,2017-10-27,38.1283073425293
208,2017-10-30,38.986515045166016
209,2017-10-31,39.52903366088867
210,2017-11-01,39.0262565612793
211,2017-11-02,39.31155776977539
212,2017-11-03,40.33814239501953
213,2017-11-06,40.74735641479492
214,2017-11-07,40.87832260131836
215,2017-11-08,41.21271896362305
216,2017-11-09,41.12852478027344
217,2017-11-10,40.99242401123047
218,2017-11-13,40.82814025878906
219,2017-11-14,40.21091842651367
220,2017-11-15,39.68052673339844
221,2017-11-16,40.15459442138672
222,2017-11-17,39.931640625
223,2017-11-20,39.891746520996094
224,2017-11-21,40.63333511352539
225,2017-11-22,41.06046676635742
226,2017-11-24,41.06282043457031
227,2017-11-27,40.856300354003906
228,2017-11-28,40.61692810058594
229,2017-11-29,39.7744026184082
230,2017-11-30,40.33061218261719
231,2017-12-01,40.14284896850586
232,2017-12-04,39.849510192871094
233,2017-12-05,39.811954498291016
